               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,             0.01526,            0.025261,                   0,              0.6634,                 0.8,             0.67857,             0.47351,            0.019037,            0.021283,                   0,            0.010767,            0.010767,            0.010767
                 160,             0.01498,            0.027185,                   0,              0.6029,              0.8625,             0.62597,             0.39739,             0.01935,            0.021366,                   0,            0.010759,            0.010759,            0.010759
                 161,            0.015884,            0.026003,                   0,              0.5761,              0.8625,              0.5893,             0.37384,            0.018386,            0.022106,                   0,            0.010751,            0.010751,            0.010751
                 162,            0.015645,            0.025842,                   0,             0.62278,               0.875,              0.6284,             0.40299,            0.019964,            0.019126,                   0,            0.010743,            0.010743,            0.010743
                 163,            0.016209,            0.026454,                   0,             0.72396,             0.85238,             0.79038,              0.5483,            0.018955,            0.016817,                   0,            0.010735,            0.010735,            0.010735
                 164,            0.016871,            0.026788,                   0,             0.63792,             0.85889,             0.63721,             0.46505,            0.019441,            0.017651,                   0,            0.010727,            0.010727,            0.010727
                 165,            0.015744,             0.02676,                   0,             0.75012,              0.9125,             0.88176,             0.63808,            0.019133,            0.015761,                   0,            0.010719,            0.010719,            0.010719
                 166,            0.016409,            0.026661,                   0,             0.56485,             0.85998,              0.5752,             0.39082,            0.020075,            0.018933,                   0,            0.010711,            0.010711,            0.010711
                 167,             0.01532,            0.026636,                   0,             0.58348,               0.875,             0.58726,             0.40819,            0.018448,            0.018667,                   0,            0.010703,            0.010703,            0.010703
                 168,            0.015615,            0.026306,                   0,             0.62248,              0.8625,             0.64017,             0.44957,            0.018142,            0.018806,                   0,            0.010695,            0.010695,            0.010695
                 169,            0.015837,            0.027925,                   0,             0.60577,                0.85,             0.61952,             0.38702,            0.019454,            0.019691,                   0,            0.010687,            0.010687,            0.010687
                 170,            0.014926,            0.025747,                   0,             0.60158,                0.95,             0.61305,             0.35972,            0.020502,            0.020959,                   0,            0.010679,            0.010679,            0.010679
                 171,            0.015236,            0.025072,                   0,             0.62625,                 0.9,             0.63182,             0.37437,            0.019194,            0.021046,                   0,            0.010671,            0.010671,            0.010671
                 172,            0.015655,            0.026388,                   0,             0.55984,             0.87443,             0.54629,             0.35602,            0.018032,            0.023257,                   0,            0.010663,            0.010663,            0.010663
